TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
0	-11.472030639648438	14.45389175415039	-23.928327560424805	0.8077008465237665	-0.17995179784766377	-0.31087806053169753	-0.46753772516903364	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_00.png
1	-12.113786697387695	15.200373649597168	-24.705612182617188	0.8098447614869165	-0.17823286850607536	-0.3106641124055612	-0.46462061527611986	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_01.png
2	-11.296698570251465	6.499238967895508	-24.37303352355957	0.8243087684466787	-0.17455254330633918	-0.40392542569882545	-0.35621722917516385	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_02.png
3	-11.152949333190918	2.5448145866394043	-24.41221046447754	0.835661917188613	-0.1470276450393805	-0.4551843590389534	-0.26992449136957286	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_03.png
4	-11.594326972961426	-1.2610914707183838	-24.30777359008789	0.8537216836581836	-0.08675284776895528	-0.4907742584207391	-0.15091009749975723	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_04.png
5	-11.423457145690918	-5.167304992675781	-24.28512191772461	0.8586905613646603	-0.007134907687691496	-0.5123051769113413	-0.011959039483676286	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_05.png
6	-11.230413436889648	-9.022891998291016	-24.337533950805664	0.8516831775995577	0.07724882556666109	-0.5014523208578784	0.13120195825039793	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_06.png
7	-11.39293384552002	-12.935234069824219	-24.38059425354004	0.8406688058090723	0.13723032648727518	-0.4599166854339124	0.25083946836817356	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_07.png
8	-11.45683765411377	-16.764209747314453	-24.403270721435547	0.8282889212357079	0.16907906438388765	-0.4122324798981736	0.3397265304068234	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_08.png
9	-10.110600471496582	-21.100109100341797	-24.39028549194336	0.7998208234640048	0.19754140846353757	-0.3628501646642729	0.4354351849572024	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_09.png
10	-5.58600378036499	-23.06984519958496	-24.43972396850586	0.7338537573575589	0.24547368311490625	-0.3351748219997346	0.5374562051066506	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_10.png
11	-1.0190521478652954	-21.112773895263672	-24.342580795288086	0.6511517871647402	0.3081530660450624	-0.32848170848116964	0.6108541602972711	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_11.png
12	0.9273037314414978	-16.632991790771484	-24.352455139160156	0.5793331797314061	0.38028356403530456	-0.3493393673182044	0.6306500489404734	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_12.png
13	0.3752828538417816	-12.54652214050293	-24.2998046875	0.5575677118546074	0.4245654452689882	-0.40146419454274795	0.5896515325859044	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_13.png
14	-0.049622491002082825	-8.663945198059082	-24.391544342041016	0.538217450179086	0.4593599706343616	-0.46366038591907394	0.5332255059830663	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_14.png
15	0.5021743774414062	-4.823576927185059	-24.151187896728516	0.31448646415959447	-0.6234390398358046	-0.30212038981698525	-0.6489570845023876	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_15.png
16	0.5187327861785889	-0.9858071804046631	-24.186159133911133	0.516393883636221	-0.46991439832798626	-0.41700364904989684	-0.5819156054499813	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_16.png
17	0.1424139142036438	2.9206361770629883	-24.274137496948242	0.5795081002288193	-0.4007475205969977	-0.3930790673908674	-0.5908135351222665	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_17.png
18	0.2918599247932434	6.784982681274414	-24.33660316467285	0.604800891240482	-0.3575577216099711	-0.34858533018536114	-0.620368136876297	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_18.png
19	0.45016589760780334	10.63688850402832	-24.37947654724121	0.6241320287894481	-0.31881317396619907	-0.30965110575459404	-0.6425990689767012	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_19.png
20	0.26910465955734253	14.526033401489258	-24.36583709716797	0.6445597713335685	-0.2821107208534952	-0.2780644333119075	-0.6539391510567836	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_20.png
21	1.5352897644042969	18.907312393188477	-24.360830307006836	0.6410091688801399	-0.2551033788417434	-0.2393556503227585	-0.6831825408876366	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_21.png
22	6.20945405960083	20.768539428710938	-24.409616470336914	0.585932407660968	-0.2569260291911502	-0.20309618052499684	-0.7412315229621899	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_22.png
23	10.735292434692383	18.844545364379883	-24.34808349609375	0.5151526170302213	-0.2766179209559423	-0.18015766679948175	-0.7909763094216494	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_23.png
24	12.623305320739746	14.33893871307373	-24.33162498474121	0.4488133688142672	-0.3143380010303516	-0.1723486034805578	-0.8185683477634184	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_24.png
25	12.039922714233398	10.322741508483887	-24.33360481262207	0.40703615965970263	-0.35604849121584786	-0.17620036649267543	-0.8224989164006518	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_25.png
26	11.722597122192383	6.440257549285889	-24.417572021484375	0.34745088617391445	-0.4029009684311068	-0.16871140471997567	-0.8297500546861388	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_26.png
27	12.262758255004883	2.60188627243042	-24.263174057006836	0.2544359648738907	-0.4433692369328827	-0.13285117112207645	-0.849138755358474	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_27.png
28	12.164243698120117	-1.2275044918060303	-24.246219635009766	0.14593146966957818	-0.48204835539737245	-0.08179530438687581	-0.8600249516142098	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_28.png
29	11.872272491455078	-5.186479568481445	-24.29043197631836	0.010833119105079753	-0.5047359550438361	-0.006333956512172663	-0.8631825648212224	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_29.png
30	11.974275588989258	-9.018610954284668	-24.332244873046875	0.12397882577533524	0.4907324145894005	-0.07078294773903232	0.8595351780701005	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_30.png
31	12.109654426574707	-12.8765230178833	-24.37800407409668	0.23837265622455336	0.45357770811901355	-0.12731189900695847	0.8492569810329473	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_31.png
32	12.053375244140625	-16.741315841674805	-24.38475227355957	0.3291694382520834	0.4089015757083571	-0.1610466609433252	0.8357696783821702	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\angel\v1_initial\drone2\images\pose_32.png
