TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1590105783475	-9.037973	-3.093901	-6.736259	0.951641	-0.046037	-0.246110	-0.178017	img__0_1590105783473773900.png
1590105783715	-9.037973	-3.093901	-6.736259	0.951641	-0.046037	-0.246110	-0.178017	img__0_1590105783713338700.png
1590105783950	-9.037973	-3.093901	-6.736259	0.951641	-0.046037	-0.246110	-0.178017	img__0_1590105783947610100.png
1590105784185	-9.217407	-3.587065	-6.736259	0.957274	-0.037420	-0.247566	-0.144697	img__0_1590105784183621000.png
1590105784416	-9.519511	-5.917758	-6.736259	0.967613	0.008321	-0.250240	0.032173	img__0_1590105784413818200.png
1590105784665	-8.921279	-8.318896	-6.736259	0.943696	0.055917	-0.244055	0.216212	img__0_1590105784662781400.png
1590105784898	-7.601260	-10.186392	-6.736259	0.891815	0.097447	-0.230637	0.376799	img__0_1590105784894872800.png
1590105785127	-5.678550	-11.524428	-6.736259	0.812836	0.136016	-0.210212	0.525936	img__0_1590105785125720300.png
1590105785357	-3.570547	-12.105430	-6.736259	0.714886	0.168845	-0.184880	0.652877	img__0_1590105785356027500.png
1590105785582	-1.318652	-11.960244	-6.736259	0.597326	0.197043	-0.154477	0.761914	img__0_1590105785579991500.png
1590105785806	0.755405	-11.080171	-6.736259	0.455948	0.220874	-0.117915	0.854062	img__0_1590105785804038500.png
1590105786008	2.229595	-9.702505	-6.736259	0.300716	0.237994	-0.077769	0.920261	img__0_1590105786005919200.png
1590105786212	3.134336	-7.917758	-6.736259	0.136348	0.247883	-0.035261	0.958499	img__0_1590105786210163200.png
1590105786417	3.364522	-5.860376	-6.736259	0.040604	-0.250158	-0.010502	-0.967296	img__0_1590105786414894600.png
1590105786625	2.832973	-3.819121	-6.736259	0.216203	-0.244055	-0.055914	-0.943698	img__0_1590105786622873700.png
1590105786847	1.591196	-2.056533	-6.736259	0.376792	-0.230638	-0.097445	-0.891818	img__0_1590105786845112100.png
1590105787066	-0.224771	-0.793809	-6.736259	0.525931	-0.210213	-0.136015	-0.812839	img__0_1590105787064962000.png
