TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
0	-11.541266441345215	14.545559883117676	-23.73483657836914	0.8071421786225766	-0.18059003794679132	-0.31161111010338866	-0.467768380443688	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_00.png
1	-12.355745315551758	15.497896194458008	-24.46368408203125	0.8162278641744759	-0.18137543012703358	-0.3517201893981848	-0.4209132160684811	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_01.png
2	-11.32172679901123	6.4171342849731445	-24.38630485534668	0.8272285582515312	-0.17198931024619563	-0.3974822242149484	-0.35793920015453545	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_02.png
3	-11.124605178833008	2.524470806121826	-24.411842346191406	0.8402353394482809	-0.14458036162030244	-0.4459895737886488	-0.27238647809279026	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_03.png
4	-11.609951972961426	-1.2784037590026855	-24.287111282348633	0.8532568939440535	-0.09063299220877112	-0.48855124256111093	-0.1582909253628442	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_04.png
5	-11.45523452758789	-5.178406238555908	-24.27147674560547	0.8602766453471102	-0.011202126638916657	-0.5093531603401172	-0.018919933420148142	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_05.png
6	-11.211278915405273	-9.029616355895996	-24.322423934936523	0.85596111016367	0.07202771569983722	-0.4967264787392683	0.12411845703894453	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_06.png
7	-11.428035736083984	-12.90408992767334	-24.359697341918945	0.8437707715987992	0.133421082923627	-0.45810364661920205	0.24574529208357748	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_07.png
8	-11.44859790802002	-16.81897735595703	-24.36931610107422	0.8304237365993106	0.167000726233228	-0.40998471129069564	0.3382598285902398	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_08.png
9	-10.028667449951172	-21.140512466430664	-24.4274845123291	0.7971979059736851	0.19993390446685047	-0.3631800685247262	0.43886463788073304	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_09.png
10	-5.520726203918457	-23.10283088684082	-24.459293365478516	0.7351820241914317	0.24526745190575466	-0.3374997368817889	0.5342707141011669	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_10.png
11	-1.0165575742721558	-21.05345344543457	-24.34343147277832	0.6587235811623244	0.30418006710000595	-0.33259705190863853	0.6024424714953296	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_11.png
12	0.9250915050506592	-16.600574493408203	-24.339174270629883	0.5969218221131558	0.3690349305154634	-0.3574920230102889	0.6161955954310029	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_12.png
13	0.33577579259872437	-12.556658744812012	-24.381969451904297	0.5623298932776601	0.4192324117304659	-0.3992830439046987	0.5904255473225991	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_13.png
14	-0.025740185752511024	-8.702208518981934	-24.409082412719727	0.5099165069535875	0.4812396180620918	-0.4334439313148788	0.5661448086399862	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_14.png
15	0.5200725197792053	-4.822826385498047	-24.215723037719727	0.3301724863066375	-0.618453907471504	-0.320573586824525	-0.6369721101035587	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_15.png
16	0.4844514727592468	-0.9345791339874268	-24.23412322998047	0.5266618809271191	-0.4629322145938648	-0.4270399969394164	-0.5709272010366226	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_16.png
17	0.16749101877212524	2.933074951171875	-24.29179573059082	0.5724131858722293	-0.4055114234538908	-0.3885077695545944	-0.5974657672902424	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_17.png
18	0.2962759733200073	6.775772571563721	-24.34339141845703	0.6041993767524783	-0.35720855763706905	-0.34694547566966955	-0.6220723401623869	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_18.png
19	0.4379703402519226	10.704795837402344	-24.406749725341797	0.627399892659	-0.31564360979258066	-0.30874633224400555	-0.6414157689162767	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_19.png
20	0.27298370003700256	14.545619010925293	-24.374584197998047	0.6444166315962477	-0.28032295936134854	-0.2753809581985061	-0.6559813802530636	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_20.png
21	1.527508020401001	18.914997100830078	-24.363927841186523	0.6337193523286029	-0.2565967405857732	-0.23541015554198444	-0.6907531786916887	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_21.png
22	6.233160495758057	20.777774810791016	-24.45767593383789	0.5845602910268427	-0.25662064546881497	-0.20197245991683482	-0.7427262186761178	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_22.png
23	10.75911808013916	18.828401565551758	-24.33207130432129	0.5186917122698332	-0.2751891711740165	-0.18091348607474314	-0.7889867795137192	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_23.png
24	12.61716079711914	14.322189331054688	-24.352359771728516	0.45776519349142497	-0.31081320501458476	-0.1746940008115217	-0.8144496210919274	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_24.png
25	12.056819915771484	10.282546997070312	-24.2864933013916	0.41006968223263984	-0.34995673120683213	-0.17414969010719525	-0.8240418845132927	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_25.png
26	11.694032669067383	6.4327392578125	-24.399452209472656	0.34662477726864094	-0.3940802571032032	-0.16352148200605304	-0.8353518657832053	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_26.png
27	12.232632637023926	2.6000707149505615	-24.189403533935547	0.26174565290005614	-0.4400204353707211	-0.1357866935036849	-0.8481940836338231	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_27.png
28	12.242149353027344	-1.2687222957611084	-24.22339630126953	0.15086360408281363	-0.47939649056994815	-0.0840542467336341	-0.8604382961017036	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_28.png
29	11.878593444824219	-5.086544036865234	-24.259716033935547	0.017949610816503616	-0.4982471832102016	-0.010317861384419773	-0.8667878042699307	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_29.png
30	12.004060745239258	-9.041229248046875	-24.291818618774414	0.11808730046896343	0.48683877273115517	-0.06662321870589318	0.8629048299568396	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_30.png
31	12.171401023864746	-12.941059112548828	-24.35371208190918	0.23562915757071587	0.4513276363033535	-0.12488087867572628	0.8515791395710214	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_31.png
32	12.03162670135498	-16.782777786254883	-24.398773193359375	0.3269634214313507	0.4060129781239807	-0.15830830604719706	0.8385623786441102	C:\Users\laurel\dev\ff\scripts\data\3d_reconstruction\tmp\pose_32.png
